mbid,y_true,y_pred_v3,abs_err
mb-mp-gap-057832,0.0,7.067975997924805,7.067975997924805
mb-mp-gap-080691,0.0,6.975622177124023,6.975622177124023
mb-mp-gap-037860,0.6981999999999999,7.507979393005371,6.809779393005371
mb-mp-gap-099096,6.734500000000001,0.10816874355077744,6.626331256449223
mb-mp-gap-078683,0.0,6.596860408782959,6.596860408782959
mb-mp-gap-047184,0.0,6.581796169281006,6.581796169281006
mb-mp-gap-070251,1.6320000000000001,8.212780952453613,6.580780952453614
mb-mp-gap-105017,0.0,6.482851505279541,6.482851505279541
mb-mp-gap-005967,0.0,6.458590507507324,6.458590507507324
mb-mp-gap-029785,0.021300000000000097,6.4206743240356445,6.399374324035644
mb-mp-gap-036186,0.0,6.288960933685303,6.288960933685303
mb-mp-gap-004868,0.0,6.274503231048584,6.274503231048584
mb-mp-gap-091634,7.6164000000000005,1.3935534954071045,6.222846504592896
mb-mp-gap-035688,0.4823999999999997,6.689103126525879,6.206703126525879
mb-mp-gap-076882,0.16400000000000015,6.363895416259766,6.199895416259766
mb-mp-gap-041886,0.0,6.189043998718262,6.189043998718262
mb-mp-gap-025498,0.0,6.18559455871582,6.18559455871582
mb-mp-gap-009548,6.690899999999999,0.5708000063896179,6.120099993610381
mb-mp-gap-078674,6.0616,0.0748673677444458,5.9867326322555545
mb-mp-gap-047213,0.0,5.969524383544922,5.969524383544922
mb-mp-gap-017783,0.06400000000000006,5.984408855438232,5.920408855438232
mb-mp-gap-051177,0.0,5.902548313140869,5.902548313140869
mb-mp-gap-070577,0.03610000000000024,5.925836563110352,5.889736563110351
mb-mp-gap-048896,0.0,5.841680526733398,5.841680526733398
mb-mp-gap-079813,6.0431,0.27859726548194885,5.764502734518051
mb-mp-gap-093319,0.1993999999999998,5.960686683654785,5.761286683654785
mb-mp-gap-105834,6.0428999999999995,0.29048386216163635,5.752416137838363
mb-mp-gap-024887,0.0,5.681656837463379,5.681656837463379
mb-mp-gap-084512,6.3089,0.675028383731842,5.633871616268158
mb-mp-gap-075846,7.1621,1.5739036798477173,5.588196320152282
mb-mp-gap-095196,0.0,5.587743759155273,5.587743759155273
mb-mp-gap-049675,0.0,5.567820072174072,5.567820072174072
mb-mp-gap-057764,5.5411,0.01008433848619461,5.5310156615138055
mb-mp-gap-071923,0.1513,5.6595139503479,5.5082139503479
mb-mp-gap-102238,0.0,5.4943037033081055,5.4943037033081055
mb-mp-gap-019822,0.0,5.392580986022949,5.392580986022949
mb-mp-gap-029475,0.06010000000000004,5.440883636474609,5.380783636474609
mb-mp-gap-080036,0.0,5.378079414367676,5.378079414367676
mb-mp-gap-076578,0.04190000000000005,5.401264667510986,5.359364667510986
mb-mp-gap-030631,0.1896,5.520696640014648,5.331096640014648
mb-mp-gap-073909,0.0,5.318397521972656,5.318397521972656
mb-mp-gap-047570,0.0,5.298223495483398,5.298223495483398
mb-mp-gap-031514,0.023700000000000054,5.309015274047852,5.285315274047852
mb-mp-gap-077782,0.0298,5.303089141845703,5.273289141845703
mb-mp-gap-051529,0.06529999999999991,5.325865745544434,5.260565745544434
mb-mp-gap-014596,0.04709999999999992,5.280080795288086,5.232980795288086
mb-mp-gap-071399,5.739800000000001,0.5083557367324829,5.231444263267518
mb-mp-gap-004073,0.0,5.207773208618164,5.207773208618164
mb-mp-gap-021222,0.0,5.169771194458008,5.169771194458008
mb-mp-gap-001764,0.1074,5.262782096862793,5.155382096862793
