mbid,y_true,y_pred_v1,abs_err
mb-mp-gap-070214,0.0,7.516180992126465,7.516180992126465
mb-mp-gap-071113,0.0,6.8913421630859375,6.8913421630859375
mb-mp-gap-041565,0.07629999999999981,6.936756610870361,6.8604566108703615
mb-mp-gap-045585,0.0,6.090245723724365,6.090245723724365
mb-mp-gap-035688,0.4823999999999997,6.513634204864502,6.031234204864502
mb-mp-gap-070251,1.6320000000000001,7.516180992126465,5.884180992126465
mb-mp-gap-092164,7.6899999999999995,1.8790241479873657,5.810975852012634
mb-mp-gap-003770,0.042200000000000015,5.69565486907959,5.65345486907959
mb-mp-gap-000817,0.0,5.552034378051758,5.552034378051758
mb-mp-gap-070863,7.340999999999999,1.9313039779663086,5.409696022033691
mb-mp-gap-024632,1.0832,6.458386421203613,5.375186421203614
mb-mp-gap-000615,5.5238,0.18894168734550476,5.334858312654495
mb-mp-gap-005800,0.12719999999999998,5.448727130889893,5.321527130889892
mb-mp-gap-098975,6.996500000000001,1.6785640716552734,5.317935928344728
mb-mp-gap-022756,0.0002999999999993008,5.293399333953857,5.293099333953858
mb-mp-gap-019359,0.0,5.270642280578613,5.270642280578613
mb-mp-gap-017219,0.0,5.270642280578613,5.270642280578613
mb-mp-gap-020683,0.8071000000000002,6.069645881652832,5.262545881652832
mb-mp-gap-047184,0.0,5.247953414916992,5.247953414916992
mb-mp-gap-002132,0.3052,5.463873386383057,5.1586733863830565
mb-mp-gap-038508,0.4245,5.566856861114502,5.142356861114502
mb-mp-gap-025679,0.34560000000000013,5.480242729187012,5.134642729187012
mb-mp-gap-011811,0.0,5.121743202209473,5.121743202209473
mb-mp-gap-053547,0.0,5.011883735656738,5.011883735656738
mb-mp-gap-019822,0.0,4.9976654052734375,4.9976654052734375
mb-mp-gap-024571,0.24340000000000006,5.228896617889404,4.985496617889404
mb-mp-gap-081634,0.0,4.975451946258545,4.975451946258545
mb-mp-gap-007955,0.0,4.961348056793213,4.961348056793213
mb-mp-gap-052657,0.0,4.950532913208008,4.950532913208008
mb-mp-gap-072653,7.9673,3.0508370399475098,4.91646296005249
mb-mp-gap-031532,0.1075999999999997,5.01770544052124,4.9101054405212405
mb-mp-gap-015610,0.009200000000000097,4.906619548797607,4.8974195487976075
mb-mp-gap-007694,0.0,4.872990131378174,4.872990131378174
mb-mp-gap-071040,6.739,1.9313039779663086,4.807696022033691
mb-mp-gap-080731,0.07380000000000031,4.877655506134033,4.803855506134033
mb-mp-gap-003747,0.9787000000000001,5.753720760345459,4.775020760345459
mb-mp-gap-017651,0.0,4.769442081451416,4.769442081451416
mb-mp-gap-080691,0.0,4.757140159606934,4.757140159606934
mb-mp-gap-049832,0.6417000000000002,5.388533115386963,4.746833115386963
mb-mp-gap-002900,0.0,4.743454456329346,4.743454456329346
mb-mp-gap-070244,0.0,4.732570648193359,4.732570648193359
mb-mp-gap-070204,0.0,4.732570648193359,4.732570648193359
mb-mp-gap-078564,0.1038,4.809337615966797,4.705537615966797
mb-mp-gap-042514,0.1252000000000001,4.8263959884643555,4.701195988464355
mb-mp-gap-000729,0.07579999999999987,4.763171195983887,4.687371195983887
mb-mp-gap-004073,0.0,4.677151203155518,4.677151203155518
mb-mp-gap-071016,6.9553,2.288120746612549,4.667179253387451
mb-mp-gap-071089,6.5645,1.9313039779663086,4.633196022033691
mb-mp-gap-031514,0.023700000000000054,4.643143177032471,4.619443177032471
mb-mp-gap-020579,0.0,4.599668502807617,4.599668502807617
